White_dwarf_name,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,astrometric_excess_noise,astrometric_sigma5d_max,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,l,b,bp_rp,M_G,bp_rp_error,M_G_error,age_H_f,mass_H_f,age_H_o,mass_H_o,age_He_f,mass_He_f,age_He_o,mass_He_o,vL_no_correction,vB_no_correction,vL_paper,vB_paper,vL_vsun_subtracted,vB_vsun_subtracted,vL_centered,vB_centered,MWDD_spectype,MWDD_wdid,MWDD_wdname,MWDD_ismag
WDJ091228.06-264201.50,5649808720867457664,138.11674051838756,-26.701018036874984,27.478652240272368,0.06767029140974322,-33.90146125758997,-139.92378579537592,0.144798820779483,0.14380264,5024.485938749866,3.5110965081959336,16.435637,3826.9044521807027,18.47086512157894,16.39427,2069.991341001866,7.3855662332930265,16.471998,1.1736317,253.97270497296287,14.718548683644197,-0.07772800000000046,13.630614139214353,0.006002162002773014,0.004925299160820303,1.59785171863188,1.2645692749499178,1.7214284060258864,1.2155935783367298,nan,nan,nan,nan,14.317406487579145,-20.37789142393284,15.13290492948625,-20.310532534305402,21.576696431453854,-9.905621791040923,20.370981307797486,-8.994286640051316,CND,Gaia DR2 5649808720867457664,null,null
WDJ074730.10+110734.70,3151407827963355136,116.87572978451111,11.125520979743694,36.16761227221336,0.08455678623448763,74.7936658137366,-182.24031663813292,0.0,0.14588873,4145.464895820166,4.197740515245753,16.644432,2770.559017908423,15.423552344188105,16.74497,2231.6181684400713,10.69712486471751,16.39037,1.2066625,209.1236834658313,17.42684080344416,0.3545999999999978,14.43603119141232,0.007346287621941516,0.004675829059329438,3.6404179019032994,1.1298077570714777,3.3868440378539884,1.0920045864672403,3.3605460661359388,1.082484485990668,3.490928782392689,1.0710016477514528,25.85746353543083,-1.2911726813246194,25.887201118445297,-1.2277633905055632,20.728271783055582,10.014506852768822,13.028186386614674,10.719209462617037,DA,SDSS J074730.12+110733.8,null,null
WDJ050704.89-240606.18,2959844589980615936,76.77041980777685,-24.102496950305213,23.085962230478064,0.06924061663085788,7.202573548736449,-181.44506920504193,0.0,0.116165504,3477.556273159029,3.6443024445852177,16.83518,2589.4247227669443,14.463226550529013,16.81838,1723.2266277371857,6.733662218900102,16.671064,1.2401385,225.34213641966554,-32.920552403336345,0.147316,13.65191990400433,0.006816673902223663,0.005998503847454666,2.509385799783298,1.110727488473256,2.358228003686242,1.0813076103083987,2.377990841418382,1.048547866651262,2.483107704026417,1.0414200520921346,36.02666643813818,-9.999035582876475,36.349657919023656,-10.236903964457461,35.416687401700045,-12.963989347566494,30.559157690202085,-16.08427350673713,CND,Gaia DR2 2959844589980615936,null,null
WDJ030723.53+031341.86,2555303678311296,46.84850768901747,3.228149947454894,18.129067687081097,0.09509188672706771,112.54273716262792,-33.4852756728793,0.0,0.1600211,2709.7847810088288,4.557919057719219,17.10603,2089.1413350621287,18.87366923536171,17.051468,1116.3894130132164,15.164142733492392,17.142382,1.1829466,175.47637816110262,-45.32289973164684,-0.0909140000000015,13.397907352312307,0.01631317557412024,0.010490543514803122,1.5567017844405355,1.2329442833508548,1.5730780588620683,1.1845772423780658,1.5813654432034516,1.1787965487844656,1.6875656654079463,1.1592989113917722,27.06292198458174,14.676796856261463,26.957955842535785,14.921308398022237,14.23273209385883,12.474046584144196,8.940192955482217,13.015497859504892,CND,Gaia DR2 2555303678311296,null,null
WDJ151419.33+231346.20,1263434109805753984,228.5801535261615,23.229420031280345,16.168598452210873,0.1284342931139361,-81.46504169618899,-18.746528287749832,0.25983250004812997,0.23864296,2350.5000592901088,2.9359402949439617,17.260466,1885.774286771046,18.70755759732951,17.162664,904.3669839468913,7.166427780622852,17.371058,1.1870415,34.088755375508036,57.54657546105774,-0.20839400000000197,13.303827877252608,0.012696740416964048,0.01588688017623125,1.0585860842972257,1.2730736125229822,1.176228699346511,1.2240957478502579,nan,nan,nan,nan,-11.31851346317797,21.813932911913877,-11.21092223362361,22.085980021133405,-7.545710489849159,12.207715337455971,-3.6437479942117053,10.55404575746663,DA,SDSS J151419.30+231346.2,null,null
WDJ060851.45-005950.24,3121385658671190784,92.21438364462718,-0.9974482011636998,16.102237999290747,0.1295331647358742,2.7889867360719296,-36.85893332212649,0.0,0.25975084,2329.7388642611563,4.375295052934702,17.270098,1871.4143285638088,19.770433484125654,17.170963,909.9590566849397,17.22925591988934,17.364365,1.1938562,208.93116366332225,-9.922491665868156,-0.19340199999999896,13.304529207238492,0.021681960663726244,0.016088839916734522,1.1119897713250402,1.2661280373454549,1.2204210807836893,1.2177567030323884,nan,nan,nan,nan,10.040197698752339,-4.273320975197613,10.104516880656503,-4.35715958947326,4.859122593581785,-0.03726093427603283,0.8629568416756062,-0.9019208720935894,CND,Gaia DR2 3121385658671190784,null,null
WDJ142147.20+422622.90,1492278518615941504,215.44739043976998,42.43920924397641,21.826182276560527,0.07704963434635322,126.57648266448501,-112.57175076005234,0.17955548094495813,0.10364002,2162.2671098268083,1.9885422670460773,17.351093,1512.2160685584784,11.160344669108884,17.402353,1097.6095238158323,9.802638077238747,17.1608,1.2069857,78.57219855479143,66.08165820775365,0.24155300000000324,14.045981888985326,0.011585645612546294,0.007060294225536457,3.041068024344869,1.1243010198828423,2.8387688462749217,1.088991290147669,2.8537803018778267,1.0720230771233321,3.0188044241678855,1.0617441308133795,-35.49224951403791,-10.061041608612134,-35.03239526575245,-9.966096890766174,-43.89658051986621,-19.967323578536565,-41.41985803380104,-26.888982307869274,DA,LSPM J1421+4226,WD 1419+426,null
WDJ125610.89-061929.57,3677303170080009856,194.04534016577603,-6.325150164821053,15.557405480252738,0.2360853763531725,-5.441746372489013,-62.48613861851498,0.4959457016671256,0.40106136,1974.8089623684061,2.654005308450329,17.449553,1493.074410866384,12.545631457123195,17.416185,812.6182008858651,12.342911666748668,17.487204,1.1675522,305.06924374406907,56.52691358526132,-0.07101899999999972,13.409238855440066,0.01735829970643036,0.030350224740602078,1.6356444865874877,1.223864934835099,1.634783137657391,1.176781436290247,1.6280836171776207,1.1649877453646966,1.7424752391561253,1.146226186765686,-2.299292746021743,-19.025574969671563,-1.5864259160367256,-19.516555749106395,13.598539984513144,-12.244188852492854,16.99651435534376,-9.09454275266205,CND,Gaia DR2 3677303170080009856,null,null
WDJ193837.59-310439.98,6751297163174572800,294.6565291740089,-31.078384559250555,15.305586448351132,0.18351885668613976,-22.2139661766333,-142.50270934459388,0.3660975737465877,0.26168862,1659.9312787499719,2.879387953215264,17.63814,1200.728806593473,9.832136943388274,17.652777,772.1503444572335,11.654079024801451,17.542665,1.1885306,8.572967339899241,-23.030452939768296,0.11011200000000088,13.562389873326808,0.017171205618724008,0.023980637044575343,2.339647005530762,1.122507391342884,2.192460667131601,1.0883179302716255,2.2171590355625654,1.055719412710672,2.3157535758139676,1.0478276549356078,-44.11795125285178,-7.732740870661199,-44.338224974311466,-7.689287501193212,-33.89178642567119,3.6645041730241035,-27.55920226224106,3.436461202501664,CND,Gaia DR2 6751297163174572800,null,null
WDJ153953.39-334632.06,6015700008467852032,234.9715272935675,-33.77602147000086,14.001916890581802,0.4632079855730349,-179.13251445370008,-104.4656852067485,0.0,0.5272598,1483.7923242298796,2.9110534093892304,17.759933,1136.1105648584214,13.559312962967384,17.712837,660.3489688173776,19.022683997083245,17.712486,1.2107217,338.6230171272996,17.174719719334337,0.0003510000000019886,13.490870477682037,0.031181484166919918,0.06616351020974927,1.9302723906832644,1.1968306296067959,1.8598118969343087,1.1510415480579201,1.818117554574959,1.1269412531162233,1.9892826319483887,1.110466294565475,-69.64030484681123,10.293430467094907,-69.44666253542287,9.970324932956403,-54.456347002929064,15.248198091585559,-48.969712342966616,15.217728363909949,null,null,null,null
